OBSID,target_comb_idx,target_text,ctx_-4_speaker,ctx_-4_text,ctx_-3_speaker,ctx_-3_text,ctx_-2_speaker,ctx_-2_text,ctx_-1_speaker,ctx_-1_text,ctx_0_speaker,ctx_0_text,ctx_1_speaker,ctx_1_text,ctx_2_speaker,ctx_2_text
2254,2254_66,"You jumped ahead.  You forget 102, 104, some people.  We got 20 going on here.  106, 108, 110.",multiple students,"70, 72, 74, 76, 78.",student,80.,teacher,Good going.  Somebody caught you guys.  Go ahead.,multiple students,"82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104.",teacher,"You jumped ahead.  You forget 102, 104, some people.  We got 20 going on here.  106, 108, 110.",multiple students,112.,teacher,112.
15,15_153,"32nd, good job.",teacher,So is that what you’re doing?,student,I already did my equation.,teacher,Good job.,student,I’m going up to 32.,teacher,"32nd, good job.",student,"Mr. J, I need to start going like this because I don’t have any space left.",teacher,You could do the second 16th right up here.
299,299_245,Two.  You finding area?,teacher,"No, I've got three rulers here.  You work together as a team. You don't need to do your own sheets but if you've already started one – you share this one.  You share this one.  You do that one and then compare answers.  Okay?  Okay.  Your base is 12.  Show me how you measured the height.  Let me see how you measure the height.",student,[Inaudible].,teacher,"You know what I saw?  I saw you measure this side and this side, but this is base times height.  To get base times height, you have to measure the base, then you have to measure how tall it is.  Then, you divide it by –",student,Two.,teacher,Two.  You finding area?,student,Is it length plus width times two?,teacher,"No.  No.  How would you do a rectangle?  If you counted how many squares this way and how many squares this way, would you count one, two, three, four, five, six, seven."
23,23_60,"Equilateral triangle.  So, on a equilateral triangle, look, we’ve got a line that comes this way, you got a line that comes this way and you got a line that comes this way.  So, I wasn’t sure that that is the only one with one line of symmetry.  No, that would not be our answer. Student N, you think you know?  Can you come up here?",teacher,"It’s called in [Elvis] and it’s all the sides are equal, so it’s called an –",student,Equal –,teacher,Equilateral triangle.,student,It’s called an equilateral.,teacher,"Equilateral triangle.  So, on a equilateral triangle, look, we’ve got a line that comes this way, you got a line that comes this way and you got a line that comes this way.  So, I wasn’t sure that that is the only one with one line of symmetry.  No, that would not be our answer. Student N, you think you know?  Can you come up here?",student,"Oh, I know.",teacher,Is Student N – is it okay – did Student N sign the sheet? Double check that.  Make sure he can be in the –
2483,2483_254,"Okay.  Let me just hang on for a second.  Student N is saying that we look at the numerator and we look at the denominator, and we’re deciding if it can be in the simplest form, if there’s a number that goes into the numerator that also goes into the denominator evenly.  So I see 1, 2, 3, 4, 5.  Let me see some other hands up, 6, 7, 8, that if I were to call on any one of you, you’d be able to give me the final answer in a fraction form reduced. Student T.",teacher,Nice and loud.  A number that goes into the –,student,10 and the –,teacher,What is the 10 called?,student,[Inaudible].,teacher,"Okay.  Let me just hang on for a second.  Student N is saying that we look at the numerator and we look at the denominator, and we’re deciding if it can be in the simplest form, if there’s a number that goes into the numerator that also goes into the denominator evenly.  So I see 1, 2, 3, 4, 5.  Let me see some other hands up, 6, 7, 8, that if I were to call on any one of you, you’d be able to give me the final answer in a fraction form reduced. Student T.",student,One-half.,teacher,"Thank you so much, Student T.  Say it again."
2727,2727_627,"That wasn’t so pretty.  Okay, I’m done.",student,My house is squares.,teacher,Who’s almost ready to share?,teacher,"Let’s make a chart.  Let’s count out how many – let’s take some data – hexagons, triangles, squares, no circles, right, circles aren’t polygons, hexagons, triangles, squares. What am I missing?  A rhombus.",student,"Obtuse and acute diamonds, trapezoids.",teacher,"That wasn’t so pretty.  Okay, I’m done.",student,Trapezoids.,teacher,Trapezoids.  What am I forgetting?
245,245_361,I need you back in your seats.,teacher,"If you can hear my voice, clap once.",multiple students,[Claps],teacher,"If you can hear my voice, clap twice.",multiple students,[Claps],teacher,I need you back in your seats.,student,[Inaudible].,teacher,Now estimate that one.
968,968_172,"Good girl, nice job.  So I reduced those, and that shows me that they’re also equal to a half.  Student H?",teacher,"Good girl.  So I’m going to divide the top and the bottom by 12.  Student R, what is 12 divided by 12?",student,1.,teacher,"Yep, and, Student R, what is 24 divided by 12?",student,2.,teacher,"Good girl, nice job.  So I reduced those, and that shows me that they’re also equal to a half.  Student H?",student,This is how I know it’s true.  I do it different.  2 x 12 = 24. 1 x 12 = 12.,teacher,"You did it the opposite.  You checked your work by multiplying.  You said, all right, 1 x 12 = 12.  Check.  2 x 12 = 24.  I did the same to top and bottom, they equal the same fraction.  Great, that’s good. All right, here’s what I want you to do now.  Your next rectangle, I want you to divide it into fourths.  I want you to shade in one-fourth of your rectangle.  Try it, and then we’ll see who gets it.  So your next rectangle divides into four equal pieces."
2468,2468_145,Plus what?,teacher,"So I can say as my answer I have 1-sixth plus 1, 2, 3, 4 – are you ready for me still – 4-thirds.  Right?  Here I go, working myself to death.  You ready for me?  So that means I have 1-sixth plus 1 whole with 1-third left over.  Why did I put a plus symbol there?  Because I’ve got to keep working.  Also, I’ve got to bring it down to the next.  So then I’m gonna change it over.",teacher,"I have one whole, right, plus I have 1-sixth.  Well guess what? We know what 1-third is working for, right.  1-third is 1- sixth plus 1-sixth.  Right?  So that gives me 1 and 3- sixths.  If I reduce it, that gives me 1 and one-half. That’s gonna be my answer.  That’s gonna be my total for this answer, 1 and one-half.  Right?  Okay.  Now, I’m gonna move things out of the way.  5-sixths plus 2-thirds is equal to 1 and one-half.  I moved it out of the way.",teacher,"Now we’ve got to go back.  We’ve got to go back.  So, we’ve got to go back.  We have a box divided into 6 pieces and we need to figure out 2-thirds.  So we said 1-third plus 1- third is equal to 2-thirds, but in order to get 1-third we had 1-sixth plus 1-sixth.  Right.  Okay.  Then this third is also what – 1 what?",student,[Inaudible].,teacher,Plus what?,multiple students,One-sixth.,teacher,Okay.  Now my denominator stays the same.  Correct?  What’s my numerator?
904,904_207,It’s eight centimeters.  So what is your height?,student,Seven centimeters.,teacher,Mine is – where’d you measure it?  Where are you writing it down?  Where did you write it down?,teacher,So your height is what.  So we have three – mine is –,student,Eight.,teacher,It’s eight centimeters.  So what is your height?,student,Seven.,teacher,What is yours?
66,66_76,"Student A, let him do it, okay?  Think you got it?  Okay, let’s see.",teacher,Great.  Now –,student,[Inaudible],teacher,"Okay.  So now you want to find – you want to use these.  We’re not gonna use this.  We’re gonna use these to see what’s the same as these two.  What can we put here that’d be the same?  Okay, is it some of these, maybe some of these? Okay, so you’re gonna work with that.  If you think you know it, keep it to yourself, okay?  I want him to find out.  [Long pause]",student,[Inaudible],teacher,"Student A, let him do it, okay?  Think you got it?  Okay, let’s see.",student,[Inaudible],teacher,"Okay, so I’m gonna hold it.  Now, can you – can you say this out loud?  Student L, how much is this?  This is – this is how much?  One – okay, one-third.  Now, if I – look, I’m gonna take this one.  Now how many do I have?"
298,298_137,"Okay.  We're gonna solve it, let's see.  Before we start solving it, we need to think our steps so we know what to do next.  What would we do next?  Once we figure out what half of 19 is, what am I going to do next?  Student S? What would I do next?",teacher,"Student Y, please put that away.",student,Okay.,teacher,Yes.,student,"I figured it out.  It's $9.50.  Well, it's 50 cents will be $1.00.  9 plus 9 is 18, so that will make 19.",teacher,"Okay.  We're gonna solve it, let's see.  Before we start solving it, we need to think our steps so we know what to do next.  What would we do next?  Once we figure out what half of 19 is, what am I going to do next?  Student S? What would I do next?",student,I don't know.,teacher,"'Cause you're not paying attention.  Okay?  And you don't have anything on your paper and I just wrote something in the ""E"" box and you have nothing on your ""E"" box so you need to write it right now."
198,198_133,"Two hundred and sixty-four.  Okay, that’s a very important sentence in a word problem – the combined area, all right? That’s the two parallelograms together.  What is the height of each figure?  Okay.  How are we gonna do this, Student A?",teacher,Okay.  Probably number five is a little tricky.  Anybody think it was tricky?,student,A little bit.,teacher,"All right.  I think there’s going to be one very similar on the test, so let’s look at this one.  We have two parallelograms and what’s the formula for parallelogram?",teacher,"Okay.  Each parallelogram is 22 feet long.  The combined area – underline that sentence.  That is so important.  The combined area is 264 square feet.  That means if you put those two parallelograms together, their area is how much?",teacher,"Two hundred and sixty-four.  Okay, that’s a very important sentence in a word problem – the combined area, all right? That’s the two parallelograms together.  What is the height of each figure?  Okay.  How are we gonna do this, Student A?",student,We’re gonna divide 22 – 22 divided by two – 264 and you’re gonna get 12.,teacher,"Wait, I’ve lost you for a minute.  You say you’re gonna divide 22 or 264?"
470,470_503,And your first fraction?,student,Middle stack?,teacher,"Yeah, the yellow stack, write the fraction for the yellow stack.  Then you can go show how you simplified.  Hold on, just write your fraction, because Student D turn is next.",teacher,Thank you.,student,I already did.,teacher,And your first fraction?,teacher,I want you to divided by here.,teacher,"By, two, three."
10,10_31,"You may go get it.  Student A, can you please get Student N’s folder out of her desk, and Student J, can you please turn off a light.",teacher,"9’s?  Okay.  Alright.  Everyone’s quiz should be upside down. Homework should be to the side.  Let me just get Student D.C.’s – here you go.  On your mark, get set, flip.",teacher,"Student C, can you go get the two black markers that are on my desk please?",teacher,"And flip!  Pass the quizzes to your right, then pass them back. Student N, you can leave them on the table with the tablecloth, okay?  We are going to take our unit test for this unit this week sometime.  Girls?  Put those away! Either probably Wednesday we’ll take our end of unit assessment on this unit.  Today we are going to review a whole bunch of things we’ve been working on for the past month or so.  Student C, put that away. First we’re gonna review the homework over the weekend.  We are gonna review some old questions that are similar to the test word problems.  Then we are going to work on multiplication and division word problems.  Okay?  Obviously we’re gonna solve some of our own and then you are gonna work on creating your own. The first thing I want to do is go over the homework though.  So please turn to the first page, which is the multiplication clusters.  Page 58 I think; 57 we did in class and you had to finish 58 for homework. Student Z?  Did you hand it in?  I would pass back all the homework. Look in your – well the people that finished it in class put it in their folder.  They didn’t hand it in.  If for some reason you don’t have it, you need to take out your math notebook and take all these notes.  You need to write down every cluster. Student N?",student,Can I leave my desk?,teacher,"You may go get it.  Student A, can you please get Student N’s folder out of her desk, and Student J, can you please turn off a light.",student,Do you want me to go that way?,teacher,Student A’s getting it for you.
11,11_450,But what she just said is – can you say it again?,teacher,Yep.  That is – it seems to me that the answer – what do you have to say?  Let me see.  Do you agree with them?,student,"Yeah but they're not talking about, like, percent.",teacher,Percent?  Okay.,student,They're talking about fractions.,teacher,But what she just said is – can you say it again?,student,[It's good].,student,"We do 100 percent minus 60 percent equals to 40 percent.  So 40 percent.  You find the fraction.  That equals to 40 percent, two-fifths."
226,226_11,You could have had a rectangle.  What else could we have had?,teacher,A general quadrilateral.  So you could have a –,multiple students,Square.,teacher,Student E?,student,Rectangle.,teacher,You could have had a rectangle.  What else could we have had?,student,A rhombus.,teacher,A rhombus.  You could have had a –
191,191_36,"It’s just like what you said before.  Even if that triangle was turned another way, the angles would still match up.",teacher,That’s okay.  Angle B goes with angle – Student G?,student,E.,teacher,"E.  And it’s pretty simple, right.  It just – wherever it is on one shape, it’s the same on the other shape.  Are there any questions so far?",student,No.,teacher,"It’s just like what you said before.  Even if that triangle was turned another way, the angles would still match up.",teacher,"Right, and I can actually show an example, ‘cause some of you look somewhat confused.  Okay, which is fine, ‘cause you’ve never really heard of these terms before.  But let’s take this shape, for instance.  These two shapes.  Are these two shapes congruent.",multiple students,Yes.
2254,2254_55,I’m cheating.  Excuse me.  62.  Keep going.,teacher,58.,multiple students,60.,teacher,60.  Keep going.,multiple students,62.,teacher,I’m cheating.  Excuse me.  62.  Keep going.,multiple students,64.,teacher,64.  Keep going.
65,65_42,"Maybe.  Maybe you want to do A on the bottom of the white page. Maybe you want to put B and C on the second page.  Maybe you can set it up just like Student T did, but you're going to need room.  I'll show Student T's.  Silence. Announcements are on.  Stand.  Face the flag.",teacher,"Three, excellent, so when you set up your paper what would be a good thing to do when you set it up?  Student D.",student,Make three boxes.,teacher,"Make three boxes, make—",student,"Make [inaudible] for A, and those that have B and C?",teacher,"Maybe.  Maybe you want to do A on the bottom of the white page. Maybe you want to put B and C on the second page.  Maybe you can set it up just like Student T did, but you're going to need room.  I'll show Student T's.  Silence. Announcements are on.  Stand.  Face the flag.",multiple students,"I pledge allegiance to the flag of the United States of America, and to the republic for which it stands, one nation under God, indivisible, with liberty and justice for all.",teacher,"Okay.  Have a seat everyone.  Okay, boys and girls.  Back up here.  This is how Student T is setting it up.  I also see Student D's right here.  Student D took a step further.  He made three sections with an A, a B, and a C.  The only thing that I – before you set this up you should be talking it over with your group because you may actually need a lot of room.  You might not want to draw the lines just yet, but when you go to solve you're going to need three sections.  I'm going to lift up the screen.  I'm going to erase the underlinings and circlings on the board so everyone will be able to see the chart.  I'm going to put the screen up.  So what you're going to do is you're going to work with your group on solving the problems.  Go through the steps.  When you are done with question A, and you get down to seven, you need to make sure seven and eight, you go back up to A again.  Then you start the process again with B, then start the process again with C. If you have a question, raise your hand.  Student B."
2476,2476_179,The interval.  So we can either show it as either the difference or we're going to show it as the interval.  I think we've talked it to death.,teacher,And how I got my answer.  I could show my subtraction work and that would count as my explanation.  That would be my show. What's the other way to answer a range question?,student,You can put down the lowest number and then the highest number.,teacher,"Do you remember what we call it when we write it as the lowest number through the highest number?  It's a fancy ""I"" word.",student,Interval.,teacher,The interval.  So we can either show it as either the difference or we're going to show it as the interval.  I think we've talked it to death.,student,Mm-hmm.,student,No.
478,478_35,"She forgot two pints and as soon as she sat back down in her seat she said it, “Oh, I forgot two pints.”",teacher,Here you go.,student,Oh.,teacher,"Go ahead, go fix it.  Good job recognizing your mistake.  Did anybody else recognize Student P’s mistake?  What, Student M?  What was her mistake?",student,She forgot two pints.,teacher,"She forgot two pints and as soon as she sat back down in her seat she said it, “Oh, I forgot two pints.”",student,Was it she didn’t have no pints or wrote – she just put one?,teacher,She just put one instead of putting two.
