target_comb_idx,OBSID,R1_pred,R2_pred,R3_pred,pred_C1
134_415,134,1,0.0,0.0,0
134_455,134,0,0.0,0.0,1
134_50,134,0,0.0,0.0,1
136_122,136,1,0.0,1.0,0
136_133,136,0,0.0,0.0,0
136_153,136,0,0.0,0.0,1
136_166,136,1,0.0,1.0,0
136_20,136,1,0.0,1.0,0
136_58,136,0,0.0,1.0,0
136_8,136,0,0.0,0.0,1
137_12,137,0,0.0,1.0,0
137_26,137,1,0.0,1.0,0
137_34,137,1,1,1,0
137_55,137,0,0.0,0.0,0
137_63,137,0,0.0,1.0,0
137_69,137,0,0.0,1.0,0
137_74,137,0,0.0,1.0,1
137_8,137,0,0.0,1.0,0
138_24,138,0,0.0,1.0,0
138_48,138,1,0.0,1.0,0
138_52,138,1,0.0,1.0,0
138_54,138,0,0.0,1.0,1
138_73,138,1,0.0,1.0,0
138_79,138,0,0.0,0.0,1
138_87,138,1,0.0,0.0,1
139_0,139,0,0.0,0.0,1
139_10,139,1,0.0,1.0,0
139_100,139,0,0.0,1.0,0
139_112,139,0,1.0,1.0,0
139_114,139,0,0.0,0.0,0
139_32,139,1,0.0,1.0,0
139_96,139,1,1.0,1.0,0
141_112,141,0,0.0,1.0,0
141_114,141,1,0.0,1.0,0
141_140,141,1,1.0,1.0,0
141_199,141,1,0.0,1.0,0
141_38,141,0,0.0,0.0,0
141_62,141,0,0.0,0.0,1
141_80,141,0,0.0,1.0,0
142_101,142,1,0.0,1.0,0
142_146,142,0,0.0,1.0,0
142_148,142,0,0.0,1.0,0
142_178,142,1,0.0,1.0,0
142_207,142,0,0.0,0.0,1
142_236,142,1,1,0,0
142_51,142,1,0.0,1.0,0
142_80,142,0,0.0,0.0,0
144_153,144,0,0.0,0.0,1
144_155,144,0,0,0,0
144_18,144,0,0.0,0.0,0
144_214,144,0,0,0,0
144_245,144,0,0,0,1
144_319,144,0,0.0,0.0,1
144_346,144,1,0,0,0
144_423,144,0,0.0,0.0,1
144_471,144,1,0.0,0.0,0
144_510,144,0,0.0,0.0,1
144_543,144,0,0.0,1.0,0
146_134,146,0,0.0,0.0,1
146_236,146,1,1,1,0
146_240,146,0,0.0,0.0,1
146_264,146,0,0.0,0.0,1
146_292,146,0,0.0,1.0,1
146_294,146,0,0.0,0.0,1
146_325,146,1,0.0,1.0,0
146_35,146,1,0.0,1.0,0
147_102,147,0,0,1,0
147_11,147,0,0,1,0
147_132,147,1,0.0,1.0,0
147_19,147,1,1.0,1.0,0
147_218,147,0,0.0,1.0,0
147_231,147,1,0.0,1.0,0
147_267,147,1,0,0,0
147_31,147,0,0.0,0.0,0
147_383,147,0,0.0,1.0,1
147_394,147,1,0.0,1.0,0
150_177,150,0,0.0,1.0,0
150_325,150,0,0.0,1.0,0
150_33,150,1,0.0,1.0,0
150_341,150,0,0.0,1.0,1
150_41,150,1,0.0,0.0,0
150_51,150,1,0.0,1.0,0
150_96,150,0,0.0,0.0,1
151_116,151,1,1.0,1.0,0
151_18,151,0,0.0,1.0,1
151_32,151,1,0.0,1.0,0
151_56,151,1,1.0,1.0,0
151_8,151,0,0.0,1.0,0
151_82,151,0,0.0,1.0,0
151_92,151,1,1.0,1.0,0
152_179,152,0,0.0,0.0,1
152_260,152,1,1.0,1.0,0
152_30,152,0,1.0,1.0,1
152_334,152,0,0.0,1.0,0
152_380,152,1,0.0,1.0,0
152_394,152,0,0.0,1.0,0
152_462,152,1,0.0,0.0,0
153_126,153,1,0.0,1.0,0
153_136,153,0,1.0,1.0,0
153_156,153,0,0.0,1.0,0
153_168,153,0,0.0,1.0,0
153_20,153,1,0.0,1.0,0
153_60,153,1,0.0,1.0,0
153_8,153,1,1.0,1.0,0
154_134,154,0,0,1,0
154_210,154,0,0.0,0.0,1
154_262,154,0,0.0,0.0,1
154_300,154,1,0.0,0.0,0
154_31,154,1,0.0,0.0,0
154_334,154,0,0.0,0.0,1
154_377,154,0,0.0,1.0,0
154_395,154,0,0.0,1.0,0
155_122,155,0,0.0,0.0,0
155_171,155,0,0.0,1.0,0
155_435,155,0,0.0,0.0,1
155_444,155,0,0,0,0
155_537,155,1,1.0,1.0,0
155_593,155,1,0.0,0.0,1
155_627,155,0,0,0,1
155_838,155,0,1.0,1.0,0
155_91,155,0,0.0,0.0,0
156_191,156,0,0.0,1.0,0
156_230,156,0,0.0,1.0,0
156_246,156,0,0,1,0
156_268,156,0,1.0,1.0,0
156_30,156,1,1.0,1.0,0
156_300,156,1,1.0,1.0,0
156_347,156,0,0.0,0.0,1
156_365,156,0,0.0,1.0,0
157_14,157,0,0.0,1.0,0
157_165,157,0,0.0,1.0,0
157_251,157,0,0.0,1.0,0
157_407,157,1,0.0,1.0,0
157_417,157,0,0.0,1.0,1
157_440,157,1,0.0,1.0,0
157_449,157,1,0.0,1.0,0
157_459,157,1,0,1,0
159_138,159,0,0.0,0.0,1
159_18,159,1,0.0,0.0,0
159_207,159,1,1.0,1.0,0
159_250,159,1,1.0,1.0,0
159_279,159,1,1.0,1.0,0
159_32,159,1,1.0,1.0,0
159_88,159,0,0.0,0.0,1
160_131,160,0,1.0,1.0,0
160_133,160,1,1,0,0
160_137,160,1,1.0,1.0,0
160_203,160,1,0,1,0
160_222,160,0,0.0,1.0,0
160_224,160,0,0.0,1.0,0
160_231,160,0,0,0,1
160_24,160,1,1.0,1.0,0
160_258,160,1,0.0,0.0,0
160_53,160,0,0.0,1.0,0
163_0,163,0,0.0,1.0,1
163_10,163,1,0.0,1.0,0
163_107,163,0,0.0,1.0,0
163_122,163,0,1.0,1.0,0
163_124,163,1,1.0,1.0,0
163_32,163,1,1.0,1.0,0
163_90,163,1,0.0,1.0,0
165_128,165,1,0.0,1.0,0
165_17,165,1,0.0,0.0,0
165_29,165,0,0.0,1.0,0
165_342,165,0,0.0,1.0,0
165_410,165,1,0.0,1.0,0
165_446,165,0,0.0,0.0,1
165_46,165,1,0.0,1.0,0
168_161,168,1,0.0,0.0,0
168_178,168,0,0.0,1.0,0
168_191,168,0,0.0,0.0,1
168_258,168,0,0.0,0.0,1
168_30,168,0,0.0,0.0,1
168_377,168,0,0.0,0.0,1
168_407,168,1,0.0,1.0,0
168_95,168,0,0,0,0
169_208,169,0,1.0,0.0,0
169_266,169,0,0.0,0.0,1
169_292,169,0,0.0,1.0,1
169_295,169,0,0.0,1.0,1
169_306,169,1,0.0,1.0,0
169_330,169,0,0.0,1.0,0
169_88,169,0,0.0,1.0,1
170_126,170,0,0.0,0.0,0
170_136,170,0,0.0,1.0,0
170_166,170,0,0,0,0
170_184,170,1,0.0,1.0,0
170_61,170,0,0.0,0.0,1
170_81,170,1,0.0,1.0,0
170_85,170,0,1.0,1.0,0
170_95,170,0,0.0,1.0,1
171_185,171,0,0.0,0.0,1
171_229,171,0,0.0,0.0,1
171_259,171,0,0.0,0.0,1
171_27,171,0,0.0,0.0,1
171_290,171,1,1.0,1.0,0
171_331,171,0,0.0,0.0,0
171_345,171,0,0.0,1.0,1
171_391,171,0,0,1,0
172_10,172,0,0,1,0
172_120,172,1,1,1,0
172_125,172,1,0.0,1.0,0
172_178,172,0,0.0,1.0,0
172_231,172,0,0.0,1.0,0
172_235,172,0,0.0,1.0,0
172_29,172,1,0.0,1.0,0
172_306,172,0,0.0,0.0,1
172_43,172,0,0.0,0.0,1
173_124,173,0,0.0,1.0,0
173_193,173,0,0.0,1.0,0
173_245,173,0,0.0,0.0,1
173_290,173,1,0.0,1.0,0
173_342,173,1,0.0,1.0,0
173_85,173,0,0.0,0.0,0
173_87,173,0,0.0,0.0,0
176_0,176,0,1.0,0.0,1
176_113,176,1,0.0,0.0,0
176_144,176,1,0.0,1.0,0
176_46,176,0,0.0,1.0,0
176_54,176,1,1.0,1.0,0
176_81,176,1,1.0,1.0,0
176_83,176,0,0.0,1.0,0
177_137,177,1,0.0,1.0,0
177_17,177,1,0.0,1.0,0
177_212,177,0,0.0,0.0,1
177_246,177,0,0.0,1.0,0
177_32,177,1,0,1,0
177_347,177,1,1,1,0
177_362,177,1,0.0,1.0,0
177_392,177,0,0.0,1.0,1
177_412,177,0,0.0,1.0,0
178_12,178,0,0.0,0.0,1
178_159,178,0,0.0,1.0,1
178_169,178,1,1.0,0.0,1
178_18,178,0,0.0,1.0,1
178_232,178,1,1,0,0
178_293,178,1,0.0,1.0,0
178_302,178,0,0.0,0.0,1
178_83,178,0,0.0,1.0,1
179_110,179,1,0.0,1.0,0
179_166,179,1,1,1,0
179_192,179,1,0.0,1.0,0
179_204,179,0,0,1,0
179_208,179,0,0.0,1.0,0
179_224,179,1,0.0,0.0,0
179_268,179,1,0.0,0.0,0
179_323,179,1,0.0,1.0,0
179_58,179,0,0.0,1.0,0
180_116,180,1,1.0,1.0,0
180_166,180,1,0.0,1.0,0
180_169,180,1,0.0,1.0,0
180_203,180,0,0.0,0.0,1
180_215,180,0,0,0,0
180_235,180,1,1.0,1.0,0
180_53,180,1,1.0,1.0,0
180_65,180,0,0,1,0
180_93,180,1,1.0,1.0,0
182_116,182,0,0,1,0
182_200,182,1,0.0,1.0,0
182_259,182,1,0.0,1.0,0
182_292,182,1,0.0,1.0,0
182_341,182,0,0,1,0
182_343,182,0,0,1,0
182_411,182,1,0.0,1.0,0
182_463,182,1,1,0,0
182_489,182,0,0.0,1.0,0
182_50,182,0,0,1,0
182_520,182,1,1.0,1.0,0
182_62,182,1,0.0,1.0,0
182_92,182,1,1,1,0
183_133,183,1,0.0,1.0,0
183_183,183,0,0,0,0
183_19,183,0,0.0,1.0,0
183_226,183,1,0.0,1.0,0
183_239,183,1,0.0,1.0,0
183_31,183,0,0.0,1.0,0
183_389,183,1,1.0,1.0,0
183_401,183,1,0.0,1.0,0
184_140,184,0,0.0,0.0,0
184_173,184,1,0.0,0.0,0
184_18,184,0,0.0,1.0,0
184_204,184,0,0.0,1.0,1
184_30,184,0,1.0,1.0,0
184_370,184,0,0.0,1.0,1
184_417,184,0,0.0,0.0,0
184_419,184,0,0,1,0
184_52,184,1,1,1,0
184_82,184,1,0,1,0
189_192,189,0,0,1,0
189_210,189,0,0,1,0
189_263,189,1,1.0,1.0,0
189_352,189,0,0,1,0
189_36,189,0,0.0,0.0,1
189_367,189,0,0.0,0.0,0
189_380,189,0,0,1,0
189_388,189,1,0.0,1.0,0
189_44,189,1,0.0,0.0,0
189_54,189,0,0.0,1.0,1
189_97,189,1,0.0,1.0,0
190_123,190,0,0.0,0.0,1
190_178,190,0,0.0,1.0,0
190_261,190,0,0.0,0.0,1
190_430,190,0,0.0,0.0,1
190_459,190,0,0.0,0.0,1
190_469,190,1,1,0,0
190_57,190,0,0.0,1.0,0
190_595,190,0,0.0,0.0,1
191_151,191,1,0,1,0
191_18,191,1,0.0,1.0,0
191_182,191,0,0.0,0.0,1
191_206,191,0,0.0,1.0,0
191_231,191,0,0.0,0.0,1
191_298,191,0,0.0,1.0,0
191_337,191,1,0.0,1.0,0
191_435,191,0,0.0,0.0,1
191_461,191,0,0,0,0
192_112,192,1,0.0,1.0,1
192_122,192,0,0.0,0.0,1
192_142,192,0,1.0,1.0,0
192_155,192,1,0.0,0.0,0
192_19,192,0,1.0,1.0,0
192_58,192,1,1.0,0.0,0
192_7,192,0,0.0,0.0,1
194_0,194,0,0.0,1.0,1
194_140,194,1,0.0,0.0,1
194_161,194,1,0.0,0.0,0
194_169,194,0,1.0,1.0,0
194_21,194,1,0.0,1.0,0
194_25,194,1,0.0,1.0,0
194_45,194,1,0.0,1.0,0
194_96,194,0,0,0,1
195_124,195,0,0,0,0
195_134,195,0,0.0,1.0,0
195_147,195,0,0.0,1.0,0
195_223,195,1,0.0,1.0,0
195_276,195,1,0.0,1.0,0
195_307,195,0,1.0,1.0,0
195_32,195,0,0.0,0.0,1
195_369,195,0,0.0,1.0,0
196_0,196,0,0.0,1.0,1
196_100,196,1,1.0,1.0,0
196_139,196,1,1.0,1.0,0
196_20,196,1,0.0,1.0,0
196_76,196,1,0.0,1.0,0
196_8,196,1,1.0,1.0,0
196_96,196,0,0.0,1.0,0
197_135,197,1,0.0,1.0,0
197_240,197,0,0.0,0.0,1
197_280,197,1,0.0,1.0,0
197_32,197,0,1.0,1.0,0
197_38,197,1,0.0,1.0,0
197_61,197,0,0.0,1.0,0
197_91,197,0,0.0,0.0,0
198_101,198,0,0.0,1.0,1
198_12,198,1,0.0,1.0,0
198_163,198,0,0,1,0
198_165,198,0,0.0,1.0,0
198_194,198,1,0.0,1.0,0
198_20,198,0,0.0,1.0,0
198_55,198,0,0.0,1.0,1
198_82,198,1,0.0,1.0,0
199_128,199,0,0,1,0
199_241,199,0,0.0,0.0,1
199_281,199,0,0.0,0.0,1
199_295,199,0,0.0,0.0,1
199_353,199,0,0,1,0
199_357,199,0,0,0,0
199_375,199,0,0.0,1.0,1
199_449,199,0,0.0,0.0,0
199_532,199,0,0.0,1.0,1
199_90,199,1,0.0,1.0,0
200_129,200,1,0.0,1.0,0
200_143,200,0,0.0,0.0,1
200_18,200,0,1.0,0.0,1
200_203,200,1,0.0,1.0,0
200_268,200,1,0.0,1.0,0
200_398,200,0,0.0,1.0,0
200_44,200,0,0,1,0
200_87,200,0,1.0,0.0,1
201_102,201,0,0,0,0
201_147,201,0,0.0,1.0,0
201_17,201,1,0.0,1.0,0
201_180,201,0,0.0,0.0,0
201_305,201,0,0.0,0.0,1
201_334,201,0,0,0,1
201_440,201,0,0.0,0.0,1
201_472,201,0,0.0,0.0,1
201_490,201,0,0.0,1.0,1
202_106,202,0,0.0,1.0,0
202_142,202,1,0.0,0.0,0
202_158,202,0,0.0,1.0,0
202_239,202,0,0.0,0.0,1
202_259,202,0,0.0,1.0,0
202_64,202,0,0.0,1.0,1
202_87,202,0,1.0,1.0,0
203_12,203,0,0.0,1.0,0
203_173,203,0,1.0,1.0,1
203_322,203,0,0.0,0.0,1
203_355,203,0,0,1,1
203_375,203,0,0.0,1.0,1
203_381,203,0,0.0,0.0,1
203_385,203,0,0,1,0
203_406,203,1,1,1,0
203_412,203,0,0.0,0.0,0
203_440,203,0,0,0,0
203_460,203,1,0,0,0
203_66,203,1,0.0,0.0,0
204_160,204,0,0.0,0.0,1
204_240,204,0,0.0,1.0,0
204_265,204,0,0.0,1.0,0
204_286,204,0,0.0,0.0,1
204_406,204,1,0.0,0.0,0
204_432,204,0,0.0,1.0,0
204_61,204,1,0.0,0.0,0
205_122,205,1,0.0,1.0,0
205_132,205,0,1.0,0.0,1
205_177,205,1,1.0,1.0,0
205_60,205,0,1.0,1.0,1
205_79,205,1,0.0,1.0,0
205_83,205,0,0.0,0.0,1
205_92,205,1,0.0,1.0,0
206_147,206,1,0.0,1.0,0
206_159,206,0,0.0,0.0,1
206_241,206,1,1.0,1.0,0
206_293,206,1,0.0,1.0,0
206_326,206,1,0.0,1.0,0
206_34,206,1,1.0,1.0,0
206_389,206,1,0.0,0.0,0
206_7,206,1,0,0,0
207_173,207,1,1,0,0
207_230,207,1,1.0,1.0,0
207_253,207,0,0,1,0
207_308,207,0,0.0,1.0,0
207_368,207,1,0.0,0.0,0
207_445,207,1,0.0,1.0,0
207_491,207,0,0.0,1.0,0
207_502,207,0,0.0,1.0,1
207_57,207,0,0.0,1.0,1
208_125,208,0,0,1,0
208_145,208,1,0.0,1.0,0
208_259,208,0,0.0,1.0,1
208_286,208,1,0.0,0.0,0
208_345,208,0,0.0,0.0,1
208_663,208,0,0.0,0.0,0
208_729,208,0,0.0,0.0,1
208_821,208,0,0.0,1.0,1
209_119,209,0,1.0,1.0,1
209_206,209,1,1.0,1.0,0
209_223,209,0,0.0,1.0,1
209_250,209,0,0.0,0.0,1
209_29,209,0,0.0,0.0,0
209_44,209,0,1.0,1.0,1
209_72,209,0,0.0,1.0,1
210_132,210,1,0.0,1.0,0
210_18,210,0,0.0,1.0,0
210_182,210,0,0,1,0
210_207,210,0,0.0,0.0,1
210_227,210,0,0.0,1.0,0
210_31,210,1,1.0,1.0,0
210_355,210,0,0.0,0.0,1
210_365,210,1,0.0,0.0,1
211_193,211,1,1,0,0
211_199,211,0,0.0,1.0,0
211_232,211,0,0,1,0
211_258,211,1,0.0,0.0,0
211_291,211,0,0.0,1.0,1
211_404,211,0,0.0,0.0,0
211_477,211,0,0.0,0.0,1
211_507,211,0,0.0,0.0,1
211_61,211,0,0.0,0.0,1
212_0,212,0,0.0,1.0,1
212_10,212,0,0.0,1.0,0
212_112,212,0,1.0,1.0,0
212_128,212,1,1.0,1.0,0
212_130,212,1,0.0,1.0,0
212_32,212,0,0.0,1.0,0
212_64,212,0,0,1,0
212_93,212,0,0.0,0.0,0
213_0,213,0,0.0,1.0,1
213_102,213,0,0,1,0
213_129,213,0,0,0,1
213_137,213,1,0.0,0.0,0
213_20,213,0,0.0,0.0,1
213_72,213,1,0.0,1.0,0
213_8,213,0,0.0,0.0,1
213_91,213,0,0.0,1.0,1
213_95,213,0,0.0,0.0,1
214_145,214,0,0.0,0.0,1
214_215,214,0,0.0,0.0,1
214_223,214,1,0,1,0
214_264,214,0,0.0,0.0,1
214_402,214,0,0.0,0.0,1
214_404,214,0,0.0,0.0,0
214_406,214,0,0.0,0.0,1
214_54,214,0,0.0,0.0,1
216_107,216,1,0.0,1.0,0
216_131,216,0,0.0,1.0,0
216_133,216,1,0.0,1.0,0
216_186,216,0,0.0,1.0,0
216_190,216,1,0.0,1.0,0
216_61,216,1,0.0,1.0,0
216_91,216,1,0.0,1.0,0
217_117,217,0,0.0,1.0,0
217_128,217,0,0,0,0
217_24,217,1,0.0,1.0,0
217_55,217,0,1.0,1.0,1
217_60,217,0,0.0,1.0,0
217_62,217,0,0.0,1.0,1
217_7,217,0,1.0,0.0,1
217_80,217,1,0.0,1.0,1
218_168,218,0,1.0,1.0,1
218_19,218,0,0.0,1.0,0
218_196,218,0,0.0,1.0,1
218_42,218,0,1.0,1.0,0
218_61,218,0,0.0,1.0,0
218_75,218,0,0.0,0.0,1
218_92,218,0,0.0,0.0,1
218_99,218,1,0,1,0
219_106,219,0,0.0,0.0,1
219_180,219,0,0.0,0.0,0
219_305,219,0,0.0,1.0,1
219_348,219,1,0.0,1.0,0
219_386,219,1,0,0,0
219_392,219,0,0.0,1.0,1
219_413,219,0,0.0,0.0,1
219_9,219,1,0.0,0.0,0
220_0,220,0,0.0,1.0,1
220_106,220,1,0.0,1.0,0
220_128,220,1,1.0,1.0,0
220_24,220,1,0.0,1.0,0
220_60,220,1,0.0,1.0,0
220_88,220,1,1.0,1.0,0
220_98,220,1,1.0,1.0,0
221_114,221,0,0.0,0.0,1
221_146,221,1,0.0,1.0,0
221_329,221,0,0.0,0.0,1
221_435,221,1,0,1,0
221_446,221,0,0.0,0.0,1
221_50,221,1,0.0,0.0,0
221_563,221,0,0.0,1.0,0
221_630,221,0,0.0,0.0,1
221_650,221,1,0,0,0
222_126,222,0,0,1,0
222_147,222,0,0.0,0.0,1
222_224,222,0,1.0,1.0,0
222_268,222,1,1.0,1.0,0
222_280,222,0,0.0,1.0,0
222_30,222,0,0.0,0.0,1
222_348,222,0,0.0,1.0,0
222_89,222,1,0.0,1.0,0
223_136,223,0,0.0,1.0,0
223_193,223,1,0.0,1.0,0
223_234,223,0,0.0,1.0,0
223_260,223,0,0.0,1.0,0
223_30,223,1,0.0,1.0,0
223_322,223,0,0.0,1.0,0
223_53,223,0,0,1,0
223_61,223,1,0.0,0.0,0
224_13,224,1,0.0,1.0,0
224_164,224,0,0,1,0
224_341,224,0,0.0,0.0,1
224_420,224,0,0.0,0.0,1
224_443,224,0,0.0,1.0,0
224_463,224,0,0.0,0.0,0
224_527,224,0,0.0,1.0,0
224_56,224,0,0.0,1.0,1
225_158,225,1,0.0,0.0,0
225_293,225,0,0.0,1.0,0
225_30,225,1,1.0,1.0,0
225_309,225,0,0.0,1.0,0
225_38,225,0,0.0,1.0,1
225_48,225,1,0.0,1.0,0
225_84,225,0,0.0,1.0,0
225_88,225,0,0,0,0
226_15,226,1,0.0,0.0,0
226_158,226,1,0.0,1.0,0
226_235,226,0,0.0,1.0,0
226_368,226,0,0.0,0.0,1
226_373,226,0,0.0,0.0,1
226_389,226,0,0.0,0.0,1
226_394,226,0,0.0,1.0,1
227_0,227,0,0,1,0
227_117,227,0,0.0,0.0,1
227_222,227,0,0,1,0
227_31,227,0,0.0,1.0,1
227_410,227,1,1,0,0
227_446,227,0,0,1,0
227_462,227,1,0.0,1.0,0
227_555,227,0,0.0,0.0,1
227_580,227,0,0.0,0.0,1
227_615,227,0,0.0,0.0,1
227_623,227,0,0,0,0
227_86,227,0,0.0,0.0,1
229_0,229,0,0.0,0.0,1
229_20,229,0,1.0,1.0,0
229_32,229,0,0,1,0
229_38,229,0,0.0,1.0,0
229_46,229,0,0.0,1.0,0
229_58,229,1,0.0,1.0,0
229_62,229,0,0.0,1.0,0
229_64,229,1,0.0,1.0,0
229_68,229,0,0,0,0
230_143,230,0,0.0,1.0,1
230_262,230,1,1.0,1.0,0
230_304,230,0,0.0,0.0,1
230_33,230,1,0.0,1.0,0
230_39,230,0,0.0,1.0,1
230_49,230,0,0,1,0
230_63,230,0,0.0,1.0,0
230_96,230,1,0.0,1.0,0
234_142,234,0,0.0,0.0,1
234_212,234,0,0.0,1.0,1
234_257,234,0,0.0,1.0,0
234_3,234,0,0,1,0
234_412,234,0,0.0,0.0,1
234_415,234,0,0.0,0.0,0
234_417,234,0,0.0,0.0,0
234_57,234,1,0.0,1.0,0
234_94,234,1,0,1,0
235_133,235,0,1.0,0.0,1
235_151,235,0,1.0,1.0,0
235_157,235,1,0.0,1.0,0
235_161,235,0,0.0,1.0,0
235_241,235,1,0.0,1.0,0
235_37,235,0,0.0,1.0,0
235_64,235,1,1.0,1.0,0
238_141,238,0,0.0,0.0,1
238_20,238,1,1.0,1.0,0
238_206,238,0,0,1,0
238_32,238,1,0.0,1.0,0
238_339,238,0,0,0,1
238_396,238,0,0.0,1.0,0
238_410,238,1,1.0,1.0,0
238_448,238,1,0.0,1.0,0
238_464,238,0,0,0,0
238_53,238,1,0.0,1.0,0
238_83,238,1,1,1,0
239_190,239,1,0.0,1.0,0
239_234,239,1,1.0,1.0,0
239_268,239,0,0.0,1.0,0
239_30,239,0,0.0,0.0,1
239_300,239,1,0.0,1.0,0
239_348,239,1,1.0,1.0,0
239_364,239,0,0.0,1.0,0
240_131,240,1,0.0,0.0,0
240_18,240,0,0.0,1.0,1
240_210,240,0,0.0,0.0,0
240_222,240,0,0.0,1.0,0
240_30,240,0,0.0,1.0,0
240_353,240,0,0,1,0
240_369,240,1,0.0,1.0,0
240_380,240,0,0.0,1.0,0
241_115,241,0,0.0,1.0,0
241_117,241,0,0,0,0
241_118,241,0,0,0,0
241_119,241,0,0.0,0.0,1
241_133,241,0,0.0,0.0,0
241_16,241,0,0.0,0.0,1
241_5,241,0,0.0,0.0,1
241_63,241,1,0.0,1.0,0
241_72,241,1,0.0,0.0,0
241_87,241,1,1,1,0
241_92,241,1,1,1,0
243_148,243,1,1.0,0.0,1
243_290,243,0,0.0,0.0,1
243_326,243,1,0.0,1.0,0
243_353,243,1,0.0,0.0,0
243_394,243,1,1.0,1.0,0
243_467,243,0,0,0,1
243_521,243,0,0.0,0.0,1
243_57,243,0,0.0,0.0,1
244_11,244,1,0.0,1.0,0
244_188,244,1,0.0,0.0,0
244_211,244,0,0.0,1.0,0
244_221,244,0,0.0,0.0,1
244_362,244,1,1.0,1.0,0
244_419,244,1,1.0,1.0,0
244_48,244,1,0.0,0.0,1
245_118,245,1,0.0,0.0,1
245_145,245,0,0.0,0.0,1
245_190,245,0,0,0,0
245_213,245,0,0.0,0.0,0
245_307,245,1,0.0,0.0,1
245_33,245,0,0.0,1.0,0
245_339,245,1,0.0,1.0,0
245_343,245,1,0.0,1.0,0
246_175,246,1,1.0,1.0,0
246_205,246,0,0.0,1.0,0
246_234,246,0,0.0,1.0,0
246_248,246,0,0.0,1.0,1
246_258,246,1,0.0,1.0,0
246_55,246,0,1.0,1.0,0
246_83,246,1,1.0,1.0,0
247_130,247,1,1.0,1.0,0
247_155,247,0,0.0,1.0,1
247_18,247,0,0,1,0
247_206,247,1,0.0,0.0,0
247_221,247,0,0.0,0.0,0
247_24,247,0,0.0,1.0,0
247_242,247,1,0,1,0
247_59,247,1,0.0,1.0,0
247_86,247,0,0.0,1.0,0
248_199,248,0,0.0,0.0,1
248_262,248,0,0.0,0.0,1
248_296,248,1,0.0,0.0,1
248_413,248,0,0.0,0.0,1
248_449,248,1,1,1,0
248_491,248,0,0.0,0.0,1
248_523,248,0,0.0,0.0,1
248_548,248,1,0,0,0
248_60,248,1,0.0,1.0,0
248_62,248,1,1,1,0
249_201,249,0,0.0,1.0,0
249_242,249,0,0.0,1.0,0
249_277,249,1,0.0,1.0,0
249_30,249,1,0.0,1.0,0
249_309,249,0,0.0,1.0,1
249_318,249,0,0,1,0
249_351,249,0,0,0,1
249_354,249,0,0.0,0.0,1
249_370,249,1,0.0,1.0,0
250_119,250,0,0.0,0.0,1
250_129,250,1,1.0,1.0,0
250_190,250,0,0.0,0.0,1
250_205,250,1,0.0,1.0,0
250_21,250,0,0.0,1.0,1
250_35,250,0,0.0,1.0,0
250_80,250,0,0.0,1.0,0
251_204,251,0,0.0,0.0,1
251_282,251,1,0.0,1.0,0
251_30,251,1,0.0,1.0,0
251_312,251,1,0.0,1.0,0
251_344,251,0,0.0,0.0,1
251_360,251,0,0.0,0.0,0
251_434,251,0,0.0,1.0,1
253_0,253,0,0.0,0.0,1
253_113,253,1,1,1,0
253_119,253,0,1.0,1.0,1
253_17,253,1,0.0,1.0,0
253_32,253,1,0.0,1.0,0
253_50,253,0,0.0,1.0,1
253_7,253,0,0.0,1.0,1
253_97,253,1,1.0,1.0,0
254_12,254,1,0.0,1.0,0
254_185,254,0,0.0,1.0,1
254_205,254,0,0.0,1.0,0
254_216,254,0,0.0,0.0,0
254_346,254,0,0.0,1.0,0
254_351,254,0,0,1,0
254_474,254,0,0.0,1.0,1
254_48,254,1,0.0,1.0,0
256_127,256,0,0.0,0.0,1
256_139,256,1,0.0,0.0,0
256_211,256,0,0.0,0.0,1
256_24,256,0,0.0,0.0,1
256_264,256,0,0.0,0.0,1
256_289,256,0,0.0,1.0,0
256_345,256,0,0.0,0.0,0
257_139,257,0,0.0,0.0,1
257_173,257,0,0.0,1.0,0
257_177,257,0,0.0,0.0,1
257_22,257,0,0.0,1.0,0
257_242,257,1,1.0,1.0,0
257_32,257,0,0.0,1.0,1
257_94,257,0,0.0,1.0,1
264_12,264,0,0.0,0.0,1
264_167,264,1,1.0,1.0,0
264_18,264,0,1.0,1.0,0
264_30,264,0,0,1,0
264_335,264,1,1.0,1.0,0
264_380,264,1,0.0,1.0,0
264_408,264,0,0.0,1.0,1
264_62,264,0,1.0,1.0,0
265_0,265,0,0.0,0.0,1
265_10,265,0,0.0,0.0,0
265_105,265,1,0.0,0.0,0
265_117,265,1,0.0,1.0,0
265_32,265,1,0.0,1.0,0
265_72,265,0,0.0,0.0,0
265_89,265,1,0.0,1.0,0
266_0,266,0,0.0,1.0,1
266_136,266,0,0.0,1.0,1
266_154,266,0,0.0,0.0,1
266_20,266,0,0.0,1.0,0
266_24,266,1,0.0,1.0,0
266_44,266,1,0.0,0.0,0
266_52,266,0,0.0,0.0,0
267_118,267,1,1,0,0
267_17,267,1,1,1,0
267_232,267,1,1.0,0.0,1
267_289,267,0,0.0,0.0,1
267_33,267,1,1.0,1.0,0
267_357,267,0,0.0,0.0,1
267_367,267,0,0.0,1.0,0
267_403,267,0,0.0,0.0,0
267_426,267,0,0.0,0.0,1
283_158,283,0,0,1,0
283_184,283,1,0.0,0.0,0
283_196,283,1,0.0,0.0,0
283_260,283,0,1.0,1.0,0
283_272,283,0,0.0,0.0,1
